month day year B8570 B9100 LAVIO POLSA SMICH T0001 T0010 T0014 T0018 T0032 T0064 T0083 T0090 T0092 T0094 T0099 T0102 T0110 T0129 T0139 T0147 T0149 T0152 T0157 T0168 T0179 T0189 T0193 T0204 T0210 T0211 T0327 T0360 T0367 T0373
1 1 2021 0 0 23.4146628403372 0 0 1.23091295708532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.217413155165742 0
1 2 2021 0 0 0 2.86483895456088 0 1.04988677779632 0 0 0.633587098659534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.673435108872752 0
1 3 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 4 2021 0 0 0 0 1.53619110088566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 5 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 6 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 7 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 8 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 9 2021 0 0 3.10570834358529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.613835183952812 0 0 0 0 0 0 0 0 0 0
1 10 2021 0 9.27130551109 3.19812879348347 0 0 0 0 0 0 0 0 0 0 0 0 7.51056327085773 0 0 0 0 0 9.23371348793423 1.30003927853717 2.12732896847431 1.0126116786387 0 0 0 0 3.36377513349705 0 0 3.97651673813173 0 0
1 11 2021 0 0 0 0.204687065195844 0 21.2280017940708 5.09823894385022 0.83554505268112 6.97138543049568 7.5293604704673 22.4411823482629 4.20361687381814 0.945280195624054 17.2701581863266 1.06779784540175 3.24050898279815 2.84946011530066 0 0 0 1.28155823053591 25.3308645449368 0.368000231745564 4.10667090506658 20.8379394446964 5.119581086427 0.205612529251755 0 9.30179853916672 0.754548372224738 0.933534238528655 0.602653758542881 6.29949990604965 3.55325996311872 0
1 12 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4315298426982 0 0 0 0.416165080899272 0 0 0
1 13 2021 0 0 0 0 0 0 0 0 0 0 0 13.6613490600571 0 0 0 3.70361269083736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 14 2021 5.09594731985944 0 0 0 0 0 0 3.99706445367227 0 0 2.34146233320693 0 0 0 1.34970295020546 0 1.3032071311836 2.28636479128493 0 0 0 1.66720760797371 0 0 0 0 0 0 0 0 0 0 0 0 0
1 15 2021 0 0 0 0 0 1.04988677779632 5.09823894385022 0.833921436899579 0.62374932146538 0 0 1.12871546469739 0 0 5.17538923174921 48.1700172194049 0 0 0 0 0.217361160006891 0 0 5.54367986870153 0 0 0 25.5828944573336 0 4.0045369132413 3.68281817569288 0.20804440698645 28.9654845052551 0.44613011823224 0
1 16 2021 0 8.95609320610168 4.17715243498275 0 0 0.216672597741467 5.09823894385022 2.92058064210819 0.831224884662852 0 0 3.82323498721382 0 2.28726379364318 0 0.477806873961038 0.421917639377583 0 0 0 0 30.3890990030205 0 0 7.36367130334153 0 0 0 0 0 0.460574705934224 0 0 0 21.1155773470138
1 17 2021 3.96016566824735 7.70820454314616 1.05615883581527 28.5586267266308 16.0788551203923 26.9931669905446 25.9858109896298 29.4302752106786 16.371968383141 0 0 0 0 0.399038986093958 32.4432013611601 0 0 0 4.43262975664561 6.84725647828643 0 12.8910401682816 0 0 0 0.173173724774631 0.199176548688648 0 6.12020344302306 0 0.232978941887027 8.2537738996722 6.44745660502655 1.14567669525015 4.36470600698518
1 18 2021 22.4349970260209 0.23261655908301 14.5403145371812 0 0 0.62360722287082 67.8846609463041 3.1281737404683 3.3600615954104 16.1729122646872 2.75353018147878 3.56022752471663 38.0063251070103 6.6587310138655 164.762824068549 0.722793211325526 2.19264135498644 6.26871219769537 1.07316194760633 22.418481016887 11.6010432495941 11.3578810114483 9.18345487569236 53.386596309551 12.1434958337094 16.5537526843507 0 14.4978066484807 21.7467297678615 0 0 22.8588965116807 1.04448326014888 0.44613011823224 48.621972996282
1 19 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 20 2021 0 4.85669353647977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.660898793682457 0 0 0 0 0 0 0 0 0 0 0
1 21 2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.170798594478484 0 0 0 0 0 0 0 0 0 0 0 0
