month day year B8570 B9100 LAVIO POLSA SMICH T0001 T0010 T0014 T0018 T0032 T0064 T0083 T0090 T0092 T0094 T0099 T0102 T0110 T0129 T0139 T0147 T0149 T0152 T0157 T0168 T0179 T0189 T0193 T0204 T0210 T0211 T0327 T0360 T0367 T0373
1 1 2073 0.683333333333 3.1375 -2.23333333333 -1.4625 2.64583333333 2.7 -0.733333333333 -2.0375 -8.29583333333 -3.07083333333 2.5125 -3.41666666667 1.14583333333 -1.45833333333 -11.2916666667 -0.1875 0.791666666667 -1.04166666667 3.92916666667 2.13333333333 1.59583333333 0.3125 -3.575 -5.35 -7.94583333333 -0.791666666667 6.09583333333 -1.725 3.47083333333 0.8875 0.258333333333 -5.64583333333 -12.8791666667 0.779166666667 5.3
1 2 2073 3.18333333333 0.3125 -2.99166666667 0.241666666667 3.425 4.0 0.225 0.9625 -2.99583333333 -3.725 7.20833333333 -1.87083333333 -2.725 -7.89166666667 -10.525 -1.375 -3.47916666667 -2.74166666667 5.22083333333 -1.42083333333 3.65416666667 4.07083333333 -4.70416666667 -1.575 -1.725 -1.475 10.45 -2.8 3.54583333333 -1.69166666667 -3.375 -2.92916666667 -4.925 5.92083333333 7.40416666667
1 3 2073 -1.84166666667 0.345833333333 2.86666666667 1.47083333333 2.2125 0.583333333333 3.075 2.37083333333 -4.92083333333 1.275 3.05833333333 -3.77083333333 1.475 -7.825 -8.35416666667 1.72916666667 -1.42916666667 2.19583333333 -0.05 -4.0125 1.66666666667 -1.89583333333 -3.225 -0.591666666667 0.166666666667 0.9875 6.38333333333 -0.0708333333333 -4.67916666667 6.25 -0.820833333333 -8.39583333333 -3.44166666667 -0.808333333333 -4.44583333333
1 4 2073 -5.94583333333 -1.02083333333 2.3625 2.32916666667 4.82083333333 1.26666666667 -0.6875 -0.791666666667 -3.95416666667 1.28333333333 -0.475 1.375 3.64583333333 -1.80833333333 -9.7 1.24166666667 -0.775 3.2875 -0.958333333333 -0.983333333333 3.925 -0.241666666667 1.9375 0.104166666667 2.1 0.266666666667 6.8125 -6.53333333333 -4.30833333333 7.07083333333 0.0541666666667 -3.20833333333 -4.7375 -1.4375 -2.475
1 5 2073 -4.7 -0.541666666667 4.86666666667 3.05416666667 5.54166666667 3.68333333333 1.55833333333 2.03333333333 -5.49166666667 6.44166666667 2.65 2.15416666667 -1.36666666667 -0.608333333333 -2.99166666667 0.495833333333 2.4375 -0.375 0.5875 -1.84166666667 1.59583333333 -0.291666666667 4.11666666667 1.12916666667 -4.54583333333 -3.70833333333 1.47083333333 -5.025 -3.44583333333 1.7375 1.1125 -1.425 -6.71666666667 -0.591666666667 -9.00833333333
1 6 2073 0.85 -0.704166666667 -7.05416666667 -3.31666666667 0.6875 -5.40416666667 -2.3 2.59166666667 -4.14583333333 10.0625 0.0958333333333 2.58333333333 -0.5375 -1.9375 -0.545833333333 4.74166666667 3.85 2.47083333333 -3.90833333333 3.74583333333 0.229166666667 -1.0375 -1.65 3.49583333333 -2.175 -3.52083333333 3.7625 -1.90833333333 -0.283333333333 2.4125 -2.5125 -5.74166666667 -4.4125 2.1125 -1.85
1 7 2073 3.6375 1.71666666667 -3.52916666667 -2.5 2.33333333333 -1.6375 1.89583333333 1.175 -3.7125 10.8583333333 3.72916666667 3.16666666667 0.945833333333 0.316666666667 -0.05 -3.24166666667 -0.1375 -0.916666666667 -2.2875 0.375 1.41666666667 1.1375 -5.60416666667 6.17916666667 -0.5375 -1.16666666667 -0.683333333333 -1.20416666667 -5.09166666667 -3.8 -0.595833333333 -2.3125 -3.15833333333 3.03333333333 -5.66666666667
1 8 2073 0.1625 0.3375 -5.54166666667 -0.00833333333333 0.416666666667 -4.75416666667 4.13333333333 -6.55 -3.54583333333 7.90416666667 -0.0125 4.02916666667 4.25416666667 -1.62916666667 0.75 -2.40833333333 -0.1625 2.38333333333 -0.475 0.4 4.65 4.82916666667 -0.395833333333 3.59166666667 1.30416666667 -1.40833333333 0.408333333333 0.65 -4.42083333333 -0.183333333333 1.7625 0.475 -4.52083333333 -4.8625 -0.908333333333
1 9 2073 -0.125 2.21666666667 -7.31666666667 0.5125 2.04166666667 0.758333333333 3.4375 -4.8375 -1.33333333333 -1.95833333333 3.925 -0.616666666667 3.025 -1.29583333333 0.108333333333 -8.00416666667 5.66666666667 2.93333333333 1.57916666667 -1.15 1.25833333333 7.33333333333 4.9375 0.941666666667 -5.33333333333 -6.66666666667 -1.18333333333 2.7625 -6.2 1.60416666667 -0.529166666667 -0.783333333333 -7.3125 -5.48333333333 2.75
1 10 2073 0.0875 1.33333333333 -7.45416666667 -0.15 3.42083333333 -2.07083333333 -2.1375 -0.0791666666667 -1.24583333333 2.73333333333 -0.920833333333 0.9875 4.1375 -6.24583333333 1.0 -3.37916666667 3.02083333333 4.64583333333 4.925 2.14166666667 1.7375 3.21666666667 -2.35 4.30833333333 -6.0625 -1.87916666667 1.925 4.24166666667 -3.8625 -6.40416666667 1.63333333333 -2.24583333333 -9.4625 1.65 3.3875
